id,carat,cut,color,clarity,depth,table,x,y,z,price
30533,0.81,Ideal,F,SI2,62.1,56.0,5.95,6.0,3.71,3303
30534,1.02,Very Good,J,VS2,63.9,57.9,6.28,6.33,4.03,4354
30535,0.7,Very Good,I,SI2,59.5,58.0,5.73,5.79,3.43,1795
30536,1.7,Ideal,E,SI2,59.6,59.0,7.73,7.83,4.64,11924
30537,0.34,Premium,H,VS1,62.1,58.0,4.46,4.49,2.78,596
30538,0.35,Premium,D,VS2,60.4,58.0,4.53,4.58,2.75,829
30539,1.04,Ideal,F,IF,61.8,55.0,6.49,6.56,4.03,10787
30540,1.3,Premium,H,VS2,62.4,58.0,6.92,6.95,4.33,7536
30541,1.24,Ideal,G,VVS2,61.1,56.0,6.94,6.97,4.25,11601
30542,0.54,Very Good,J,VS2,63.0,57.0,5.17,5.21,3.27,1129
30543,0.7,Premium,D,SI2,60.8,61.0,5.69,5.64,3.45,1987
30544,1.11,Premium,G,VS2,61.5,58.0,6.69,6.62,4.09,7055
30545,0.33,Premium,E,IF,60.8,58.0,4.46,4.49,2.72,1129
30546,0.4,Premium,F,VS1,62.6,58.0,4.68,4.72,2.94,982
30547,0.95,Premium,F,SI2,58.4,57.0,6.49,6.41,3.77,2867
30548,0.65,Good,I,VS1,61.1,61.7,5.55,5.59,3.4,1744
30549,1.09,Very Good,H,SI1,61.7,59.0,6.53,6.59,4.05,4849
30550,0.31,Premium,D,VVS1,61.1,56.0,4.42,4.35,2.68,1060
30551,0.4,Very Good,E,VVS2,60.3,59.0,4.74,4.78,2.87,1017
30552,0.35,Very Good,H,SI1,61.0,62.0,4.52,4.56,2.77,491
30553,0.39,Premium,J,VVS1,62.5,58.0,4.67,4.61,2.9,921
30554,0.5,Fair,E,SI2,59.8,66.0,5.18,5.09,3.07,1114
30555,0.74,Ideal,H,VS1,61.6,56.0,5.81,5.82,3.58,2797
30556,0.33,Ideal,E,VS2,60.8,57.0,4.47,4.45,2.71,928
30557,0.3,Ideal,E,VS2,62.4,56.0,4.33,4.26,2.68,844
30558,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,678
30559,0.53,Ideal,D,VS2,60.6,57.0,5.28,5.24,3.19,1956
30560,0.7,Very Good,D,VS1,62.9,60.0,5.62,5.67,3.55,3054
30561,1.02,Premium,F,SI1,62.6,58.0,6.42,6.36,4.0,4455
30562,1.0,Ideal,F,SI2,61.0,55.0,6.45,6.41,3.92,3562
30563,0.91,Very Good,I,VVS2,63.5,59.0,6.1,6.06,3.86,3618
30564,0.48,Ideal,F,VS1,60.8,56.3,5.1,5.08,3.1,1404
30565,0.6,Premium,D,SI2,61.3,61.0,5.46,5.4,3.33,1428
30566,0.4,Good,D,VS1,64.0,55.0,4.67,4.7,3.0,742
30567,3.0,Good,E,I1,64.2,65.0,9.08,8.96,5.79,11548
30568,0.4,Ideal,G,SI2,62.0,56.0,4.73,4.76,2.94,632
30569,0.3,Premium,E,VS2,62.6,62.0,4.25,4.21,2.65,788
30570,0.32,Ideal,E,VVS2,60.8,56.0,4.43,4.45,2.7,837
30571,0.75,Good,G,SI2,63.9,62.0,5.66,5.61,3.6,2115
30572,0.31,Premium,G,SI1,62.6,58.0,4.29,4.34,2.7,462
30573,0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603
30574,0.31,Good,D,SI1,63.5,55.0,4.27,4.3,2.72,571
30575,0.32,Premium,G,VS2,62.0,58.0,4.33,4.38,2.7,561
30576,1.16,Premium,F,VS2,60.5,59.0,6.86,6.8,4.13,5781
30577,0.72,Premium,F,VVS1,62.8,58.0,5.75,5.68,3.59,3689
30578,0.41,Premium,G,VVS1,59.9,59.0,4.79,4.83,2.88,1151
30579,0.5,Very Good,E,SI2,63.3,56.0,5.09,5.05,3.21,1181
30580,0.92,Ideal,D,SI1,62.3,56.0,6.2,6.23,3.87,5779
30581,2.03,Ideal,G,SI1,62.0,57.0,8.1,8.05,5.01,14637
30582,0.33,Ideal,E,VS2,62.4,55.0,4.4,4.42,2.75,723
30583,0.37,Ideal,F,VVS1,62.0,55.0,4.6,4.63,2.86,1049
30584,1.01,Very Good,D,SI2,62.9,60.0,6.35,6.46,4.03,4760
30585,2.01,Very Good,E,SI2,61.2,58.0,8.05,8.07,4.93,14813
30586,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,1941
30587,0.5,Ideal,I,VS2,62.5,55.0,5.05,5.09,3.17,1244
30588,0.32,Ideal,G,VS2,62.0,57.0,4.4,4.37,2.72,720
30589,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
30590,1.5,Good,E,VS2,63.9,58.0,7.2,7.24,4.61,13899
30591,0.31,Premium,I,VS1,63.0,58.0,4.32,4.29,2.71,628
30592,1.02,Premium,D,SI2,60.2,58.0,6.56,6.53,3.94,5257
30593,0.3,Ideal,H,SI1,61.9,54.0,4.31,4.34,2.68,514
30594,1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504
30595,0.32,Ideal,F,IF,61.1,55.0,4.47,4.44,2.72,984
30596,0.32,Premium,H,VS2,61.7,59.0,4.4,4.35,2.7,648
30597,0.37,Ideal,F,VS1,61.7,56.0,4.63,4.61,2.85,1041
30598,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
30599,1.13,Ideal,I,VS2,62.3,56.0,6.73,6.63,4.16,5031
30600,1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93,3411
30601,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.36,2.71,900
30602,0.71,Good,H,SI1,63.4,54.0,5.6,5.67,3.57,2056
30603,0.4,Good,H,SI1,60.2,63.0,4.7,4.73,2.84,681
30604,0.31,Premium,D,VVS2,61.7,58.0,4.39,4.33,2.69,988
30605,1.12,Ideal,F,VVS1,61.0,56.0,6.71,6.74,4.1,11403
30606,1.1,Very Good,D,SI1,60.7,55.0,6.71,6.74,4.08,6352
30607,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3314
30608,0.33,Ideal,F,SI2,62.3,55.0,4.44,4.49,2.78,450
30609,0.93,Very Good,F,SI1,58.8,60.0,6.37,6.49,3.78,4081
30610,1.04,Ideal,F,VVS2,62.2,56.0,6.46,6.53,4.04,9115
30611,0.31,Ideal,G,VVS1,62.5,54.0,4.37,4.33,2.72,1046
30612,0.4,Good,D,SI2,63.4,56.0,4.67,4.73,2.98,666
30613,1.63,Premium,I,SI1,62.0,54.0,7.67,7.6,4.73,9256
30614,0.52,Ideal,D,VS2,61.8,55.0,5.16,5.19,3.2,1822
30615,0.96,Premium,D,SI2,60.0,61.0,6.36,6.32,3.81,4274
30616,0.53,Ideal,D,VS2,61.4,56.0,5.21,5.18,3.19,1783
30617,0.39,Very Good,G,VS2,60.4,61.0,4.67,4.7,2.83,787
30618,0.74,Premium,D,VS2,62.4,57.0,5.8,5.74,3.6,2855
30619,1.51,Good,J,SI1,63.5,58.0,7.24,7.29,4.61,6851
30620,0.6,Premium,H,I1,60.1,60.0,5.51,5.44,3.29,806
30621,0.52,Ideal,H,VS2,61.3,55.0,5.2,5.24,3.2,1401
30622,0.36,Premium,G,SI1,61.8,59.0,4.57,4.55,2.82,689
30623,0.31,Very Good,G,VS2,63.0,54.0,4.33,4.37,2.74,544
30624,0.34,Good,H,VS1,64.0,58.0,4.49,4.45,2.86,689
30625,1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,5771
30626,0.34,Ideal,F,IF,60.7,57.0,4.5,4.53,2.74,1074
30627,0.31,Ideal,H,VVS1,62.7,54.0,4.33,4.38,2.73,707
30628,1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,4338
30629,1.0,Very Good,I,VS2,63.2,58.0,6.43,6.32,4.03,3265
30630,0.32,Very Good,H,VS2,60.6,58.0,4.44,4.47,2.7,505
30631,0.59,Ideal,D,SI1,61.0,57.0,5.43,5.46,3.32,1816
30632,2.02,Very Good,G,SI2,63.1,57.0,8.01,7.97,5.04,12094
30633,0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,435
30634,1.62,Ideal,I,VS1,60.8,56.0,7.56,7.61,4.62,11152
30635,0.32,Premium,H,SI1,62.0,58.0,4.39,4.38,2.72,591
30636,0.34,Ideal,F,VS2,61.5,55.0,4.53,4.57,2.8,726
30637,1.52,Premium,G,VS2,62.8,60.0,7.26,7.22,4.55,13768
30638,0.3,Good,G,VVS2,63.6,57.0,4.3,4.26,2.72,878
30639,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,11549
30640,2.0,Premium,G,SI2,60.4,61.0,8.21,8.12,4.93,17136
30641,0.56,Premium,D,SI2,60.4,58.0,5.32,5.37,3.23,1388
30642,1.23,Ideal,G,SI2,58.8,60.0,7.01,7.08,4.14,6005
30643,0.51,Good,E,SI1,63.5,54.0,5.07,5.1,3.23,1343
30644,0.56,Ideal,F,SI1,61.4,57.0,5.28,5.3,3.25,1340
30645,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
30646,1.01,Ideal,G,VS1,62.4,56.0,6.44,6.39,4.0,6794
30647,0.24,Very Good,E,VS2,64.1,59.0,3.88,3.92,2.5,362
30648,1.0,Very Good,I,VS1,60.8,59.0,6.39,6.44,3.9,5557
30649,1.03,Ideal,D,SI2,60.5,58.0,6.52,6.58,3.96,5491
30650,0.51,Good,G,VS2,63.9,56.0,5.1,5.07,3.25,1443
30651,1.59,Premium,E,VS1,61.2,58.0,7.49,7.58,4.61,17393
30652,1.16,Ideal,G,IF,59.9,57.0,6.85,6.93,4.13,10368
30653,0.9,Very Good,F,SI1,63.3,57.0,6.1,6.16,3.88,4054
30654,0.5,Very Good,F,SI1,61.6,60.0,5.07,5.1,3.13,1214
30655,0.31,Ideal,G,VS2,59.6,57.0,4.4,4.43,2.63,544
30656,1.21,Very Good,G,VS2,63.1,60.0,6.72,6.66,4.22,7416
30657,1.78,Good,G,SI2,63.8,57.0,7.73,7.62,4.9,9071
30658,0.9,Ideal,I,SI1,62.3,56.0,6.18,6.12,3.83,3251
30659,1.17,Ideal,I,VS1,61.5,57.0,6.74,6.79,4.16,5892
30660,0.37,Premium,E,VS2,63.0,58.0,4.58,4.53,2.87,1041
30661,0.3,Premium,F,VS2,60.6,60.0,4.39,4.36,2.65,776
30662,0.72,Premium,F,VS2,61.6,58.0,5.76,5.73,3.54,2724
30663,0.32,Good,F,VS2,63.6,57.0,4.34,4.37,2.77,645
30664,0.41,Premium,G,VS2,61.6,58.0,4.73,4.78,2.93,827
30665,0.32,Premium,H,VS2,60.7,61.0,4.41,4.39,2.67,648
30666,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
30667,1.4,Ideal,H,VS2,63.0,56.0,7.13,7.07,4.47,8977
30668,0.67,Ideal,G,SI1,60.4,57.0,5.67,5.65,3.42,1662
30669,1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,6884
30670,0.33,Ideal,F,VS2,62.3,56.0,4.41,4.45,2.76,666
30671,0.3,Very Good,G,VS1,62.9,58.0,4.27,4.32,2.7,605
30672,0.23,Good,F,VVS2,64.5,55.0,3.83,3.86,2.48,425
30673,1.02,Ideal,I,I1,61.7,56.0,6.44,6.49,3.99,2872
30674,0.51,Ideal,G,VS1,61.9,56.0,5.11,5.14,3.17,1668
30675,0.61,Fair,I,VS2,57.4,60.9,5.6,5.65,3.23,1437
30676,0.34,Ideal,E,SI1,62.7,55.0,4.46,4.47,2.8,596
30677,0.93,Good,I,VS2,58.2,60.0,6.41,6.48,3.75,3946
30678,0.43,Premium,F,VS1,59.9,58.0,4.89,4.93,2.94,1056
30679,0.32,Ideal,D,SI1,62.0,55.0,4.47,4.37,2.74,756
30680,0.71,Very Good,G,SI1,64.2,56.0,5.6,5.65,3.61,2072
30681,0.7,Fair,E,SI1,57.2,66.0,5.76,5.74,3.29,2000
30682,0.9,Fair,I,VS2,65.8,55.0,6.05,6.01,3.97,2666
30683,0.58,Good,G,SI1,63.2,56.0,5.3,5.33,3.36,1388
30684,0.41,Good,E,SI1,63.1,57.0,4.73,4.78,3.0,705
30685,1.01,Premium,H,SI1,62.8,58.0,6.43,6.34,4.01,3869
30686,0.73,Ideal,G,VS1,61.2,56.0,5.82,5.85,3.57,3589
30687,1.21,Premium,E,VS1,60.3,58.0,6.95,6.91,4.18,10137
30688,0.6,Ideal,E,SI1,61.4,58.0,5.44,5.47,3.35,1749
30689,1.51,Very Good,G,SI2,61.7,54.0,7.37,7.41,4.56,8973
30690,0.79,Ideal,D,SI1,61.2,56.0,6.02,5.95,3.66,3185
30691,0.43,Very Good,D,VS2,59.1,58.0,4.92,4.96,2.92,931
30692,0.7,Ideal,E,VS1,62.1,56.0,5.7,5.66,3.53,3472
30693,0.5,Very Good,D,SI1,62.0,60.0,5.08,5.12,3.16,1436
30694,0.39,Premium,H,SI2,62.4,59.0,4.65,4.58,2.88,721
30695,0.41,Ideal,I,VVS1,61.3,56.0,4.85,4.8,2.96,1107
30696,0.71,Premium,F,SI2,62.3,60.0,5.67,5.7,3.54,2060
30697,1.21,Premium,J,SI1,62.6,58.0,6.74,6.71,4.21,4269
30698,0.32,Premium,G,VVS2,62.3,58.0,4.35,4.38,2.72,730
30699,1.08,Ideal,H,SI2,61.4,57.0,6.6,6.66,4.07,5049
30700,1.01,Very Good,G,VS2,61.9,59.0,6.34,6.38,3.94,5759
30701,0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54,3799
30702,0.27,Ideal,I,VVS2,61.6,55.0,4.17,4.21,2.58,480
30703,1.2,Very Good,J,SI2,61.4,55.0,6.85,6.92,4.23,4636
30704,2.67,Good,F,SI2,63.8,58.0,8.69,8.64,5.54,18686
30705,0.3,Ideal,H,VVS2,62.3,54.4,4.28,4.32,2.68,610
30706,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
30707,0.91,Premium,D,VS2,62.0,58.0,6.2,6.15,3.83,5167
30708,0.65,Ideal,H,VVS2,61.6,58.0,5.56,5.6,3.44,2210
30709,1.03,Very Good,E,VS1,61.5,58.0,6.43,6.55,3.99,7477
30710,1.01,Very Good,G,VS2,61.5,56.0,6.41,6.47,3.96,5759
30711,0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,4172
30712,0.7,Ideal,H,VVS2,62.2,55.0,5.71,5.76,3.57,3235
30713,0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,2083
30714,0.91,Very Good,E,SI1,61.9,61.0,6.11,6.14,3.79,4031
30715,0.55,Ideal,D,VVS2,61.6,56.0,5.23,5.29,3.24,2720
30716,1.5,Very Good,J,SI2,58.7,60.0,7.46,7.54,4.4,5902
30717,0.34,Very Good,G,VS1,60.4,61.0,4.48,4.53,2.72,686
30718,0.46,Very Good,D,SI2,62.0,60.0,4.89,4.92,3.04,844
30719,0.41,Very Good,F,SI2,62.6,54.0,4.75,4.77,2.98,612
30720,1.01,Very Good,E,VVS2,63.3,58.0,6.39,6.31,4.02,8912
30721,1.17,Very Good,H,SI2,62.7,56.0,6.68,6.74,4.21,4826
30722,0.33,Ideal,E,VS2,62.0,56.0,4.48,4.46,2.77,928
30723,0.54,Ideal,G,VS1,62.3,55.0,5.2,5.24,3.25,1754
30724,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983
30725,1.2,Ideal,I,VS2,62.3,57.0,6.74,6.8,4.22,5736
30726,1.57,Ideal,I,SI1,62.0,59.0,7.41,7.45,4.61,9095
30727,0.33,Ideal,D,VS2,61.8,54.0,4.43,4.47,2.75,681
30728,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
30729,0.7,Premium,E,VVS2,60.6,60.0,5.74,5.72,3.47,3377
30730,0.51,Premium,E,VVS2,61.0,61.0,5.17,5.13,3.14,2060
30731,1.11,Ideal,G,VS1,61.6,56.0,6.64,6.67,4.1,7917
30732,1.04,Ideal,E,SI2,59.0,57.0,6.65,6.6,3.91,3588
30733,1.0,Fair,J,SI1,64.7,52.0,6.35,6.3,4.09,3780
30734,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66,2831
30735,0.54,Ideal,F,VS1,60.9,56.0,5.31,5.27,3.22,1814
30736,1.13,Ideal,I,SI2,62.0,55.0,6.68,6.7,4.15,5378
30737,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
30738,0.45,Ideal,I,VS1,61.6,54.0,4.95,4.99,3.06,825
30739,0.51,Ideal,H,SI2,61.8,53.0,5.14,5.18,3.19,983
30740,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,442
30741,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,18304
30742,1.08,Premium,D,SI1,62.8,58.0,6.62,6.51,4.12,6623
30743,0.4,Very Good,H,SI1,62.9,56.0,4.65,4.7,2.94,666
30744,0.3,Premium,D,SI1,62.7,60.0,4.23,4.26,2.66,552
30745,0.37,Premium,E,VS2,60.3,58.0,4.63,4.66,2.8,811
30746,0.71,Ideal,G,VS1,62.7,57.0,5.69,5.73,3.58,2930
30747,0.41,Premium,G,SI1,62.6,59.0,4.77,4.72,2.97,923
30748,0.78,Ideal,E,VS2,62.0,55.0,5.89,5.95,3.67,3334
30749,0.51,Very Good,E,SI2,61.6,57.0,5.17,5.19,3.19,1195
30750,0.5,Very Good,E,VS1,61.6,59.0,5.06,5.14,3.14,1554
30751,0.41,Good,D,VS2,63.8,55.0,4.7,4.73,3.01,873
30752,1.21,Premium,H,SI1,60.5,59.0,6.96,6.89,4.19,6566
30753,1.02,Very Good,D,SI1,60.3,56.0,6.55,6.57,3.96,6863
30754,0.3,Ideal,D,VS2,62.3,54.0,4.29,4.34,2.69,710
30755,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
30756,1.1,Premium,H,SI2,59.2,59.0,6.8,6.74,4.01,3388
30757,0.31,Ideal,E,VS2,60.8,54.0,4.39,4.4,2.67,680
30758,0.31,Ideal,G,VS1,62.7,57.0,4.31,4.34,2.71,542
30759,0.35,Ideal,G,IF,61.9,54.0,4.56,4.58,2.83,1001
30760,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
30761,0.55,Ideal,H,VS1,61.2,56.0,5.26,5.3,3.23,1686
30762,2.0,Fair,H,SI1,65.1,59.0,7.83,7.77,5.08,13442
30763,0.42,Ideal,G,VS2,60.8,57.0,4.85,4.82,2.94,1087
30764,1.51,Premium,E,SI1,59.6,61.0,7.53,7.43,4.46,12236
30765,0.29,Premium,G,VS1,62.1,59.0,4.25,4.22,2.63,547
30766,0.32,Very Good,D,SI1,58.3,58.0,4.49,4.54,2.63,589
30767,0.3,Premium,D,VS2,60.3,60.0,4.31,4.28,2.59,911
30768,0.76,Very Good,I,VS1,63.1,58.0,5.77,5.79,3.65,2601
30769,2.01,Ideal,G,SI2,60.9,55.0,8.16,8.19,4.98,17609
30770,0.6,Ideal,F,SI1,62.7,54.0,5.43,5.39,3.39,1654
30771,1.0,Good,E,SI2,63.7,61.0,6.27,6.32,4.01,3819
30772,1.08,Fair,J,VS2,65.1,54.0,6.47,6.44,4.2,3980
30773,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11294
30774,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,4177
30775,1.31,Very Good,J,SI1,62.5,55.0,6.97,7.05,4.38,5382
30776,0.56,Very Good,H,VS1,62.8,56.0,5.23,5.28,3.3,1580
30777,0.75,Premium,G,SI1,60.9,58.0,5.87,5.83,3.56,2631
30778,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844
30779,0.54,Premium,F,SI2,61.8,61.0,5.28,5.18,3.23,1097
30780,1.41,Premium,E,VS1,58.8,59.0,7.3,7.26,4.28,12671
30781,1.19,Ideal,E,SI1,61.3,57.0,6.81,6.83,4.18,6911
30782,2.06,Ideal,G,SI2,62.3,56.0,8.16,8.09,5.06,18293
30783,0.7,Good,F,SI2,60.6,61.0,5.71,5.77,3.48,2109
30784,0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478
30785,0.55,Ideal,I,IF,60.1,56.0,5.33,5.38,3.22,2098
30786,0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,787
30787,1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,5655
30788,1.06,Ideal,G,VVS2,61.7,56.0,6.59,6.56,4.06,8358
30789,1.43,Ideal,H,VVS2,61.6,54.0,7.25,7.29,4.48,10129
30790,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
30791,0.3,Premium,G,VS1,62.9,60.0,4.22,4.18,2.64,776
30792,0.37,Premium,H,VVS2,62.2,59.0,4.56,4.54,2.83,957
30793,0.31,Ideal,G,VS1,61.9,56.0,4.34,4.38,2.7,542
30794,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,4377
30795,0.32,Ideal,D,VS2,61.6,56.0,4.37,4.4,2.7,758
30796,1.21,Very Good,I,SI2,62.0,56.0,6.79,6.86,4.23,5111
30797,0.8,Ideal,I,SI1,62.6,56.1,5.87,5.92,3.7,2677
30798,1.22,Ideal,I,VS1,62.3,54.0,6.82,6.86,4.26,6459
30799,1.31,Ideal,I,VS1,62.2,57.0,7.0,7.03,4.36,7751
30800,0.34,Premium,F,VS2,62.6,59.0,4.44,4.48,2.79,686
30801,1.36,Ideal,G,VVS2,61.1,57.0,7.2,7.14,4.38,11956
30802,0.41,Ideal,E,SI2,62.8,57.0,4.73,4.7,2.96,876
30803,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
30804,1.01,Ideal,H,SI1,62.5,56.0,6.38,6.45,4.01,5589
30805,0.32,Ideal,J,SI1,62.3,57.0,4.44,4.33,2.73,499
30806,0.24,Very Good,F,VS2,62.9,58.0,3.94,4.01,2.5,419
30807,1.71,Premium,E,SI1,59.1,58.0,7.76,7.8,4.6,14882
30808,0.31,Good,I,SI1,63.8,55.0,4.31,4.34,2.76,408
30809,1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,4129
30810,0.3,Premium,G,VVS2,62.1,59.0,4.27,4.23,2.64,878
30811,0.51,Ideal,I,SI2,62.2,55.0,5.14,5.15,3.2,913
30812,1.06,Ideal,E,SI2,62.2,55.0,6.54,6.51,4.06,5319
30813,1.78,Ideal,F,VS2,60.9,56.0,7.85,7.88,4.79,18128
30814,0.36,Ideal,G,IF,62.2,53.0,4.59,4.61,2.86,1029
30815,1.41,Ideal,J,VS1,61.6,56.0,7.19,7.22,4.44,8275
30816,0.31,Ideal,G,IF,61.9,56.0,4.33,4.35,2.68,871
30817,0.51,Premium,G,VS2,62.4,58.0,5.11,5.12,3.19,1438
30818,0.7,Premium,H,SI2,62.1,62.0,5.67,5.63,3.51,1999
30819,1.04,Premium,J,SI2,62.0,59.0,6.47,6.49,4.02,3603
30820,1.02,Ideal,G,SI2,61.4,54.0,6.55,6.52,4.01,4398
30821,1.05,Very Good,F,SI1,59.7,60.0,6.63,6.71,3.98,5666
30822,0.56,Ideal,G,VVS2,60.7,56.0,5.32,5.33,3.23,2058
30823,0.83,Premium,E,SI1,62.2,59.0,6.05,5.97,3.74,2913
30824,0.4,Ideal,G,SI1,62.7,57.0,4.65,4.69,2.93,736
30825,0.77,Ideal,F,VS1,61.2,56.0,5.9,5.93,3.62,3647
30826,0.82,Premium,J,SI1,61.2,58.0,6.04,5.99,3.68,2283
30827,1.09,Premium,H,VS2,62.3,57.0,6.63,6.53,4.1,5993
30828,0.32,Ideal,D,VS2,61.2,56.0,4.38,4.41,2.69,671
30829,0.32,Ideal,G,VVS2,62.4,56.0,4.4,4.42,2.75,730
30830,0.56,Ideal,I,VVS1,61.5,55.0,5.33,5.37,3.29,1616
30831,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,12161
30832,1.7,Premium,G,VS2,61.4,58.0,7.67,7.63,4.7,12681
30833,0.7,Good,H,VS2,64.2,58.0,5.61,5.58,3.59,2351
30834,1.23,Ideal,D,SI1,60.9,54.0,7.01,6.96,4.25,6557
30835,0.7,Good,H,VS2,61.4,56.0,5.73,5.8,3.54,2253
30836,0.93,Premium,D,SI2,62.6,57.0,6.26,6.2,3.9,4140
30837,0.32,Ideal,D,VS2,62.1,54.0,4.46,4.4,2.75,972
30838,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07,15109
30839,1.13,Very Good,F,SI1,60.6,60.0,6.67,6.76,4.07,5481
30840,0.41,Ideal,F,VVS2,62.9,54.0,4.74,4.7,2.97,1192
30841,0.3,Ideal,D,SI1,61.9,57.0,4.28,4.32,2.66,524
30842,0.39,Ideal,I,VS2,61.5,55.0,4.7,4.73,2.9,651
30843,0.76,Very Good,H,SI1,62.6,58.0,5.76,5.84,3.63,2396
30844,0.75,Ideal,I,SI1,61.8,55.0,5.83,5.85,3.61,2871
30845,1.1,Ideal,H,VS2,60.5,57.0,6.73,6.7,4.06,5347
30846,1.04,Ideal,H,SI2,59.6,56.0,6.64,6.59,3.94,4077
30847,0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,723
30848,0.92,Good,D,SI1,63.6,57.0,6.09,6.14,3.89,4158
30849,0.32,Ideal,F,VS2,61.3,56.0,4.43,4.41,2.71,828
30850,0.32,Ideal,E,VS1,61.5,56.0,4.38,4.4,2.7,758
30851,1.08,Ideal,F,VS2,61.0,57.0,6.68,6.61,4.06,7923
30852,0.76,Ideal,G,SI2,62.1,59.0,5.81,5.84,3.62,2389
30853,3.0,Premium,G,I1,59.7,60.0,9.42,9.26,5.58,13203
30854,2.01,Premium,F,SI2,59.5,59.0,8.24,8.15,4.88,15841
30855,1.41,Ideal,G,VS1,60.4,57.0,7.22,7.31,4.39,11009
30856,0.7,Good,F,SI2,58.1,61.0,5.76,5.8,3.36,2020
30857,1.41,Very Good,G,VVS1,61.2,55.0,7.22,7.25,4.43,14936
30858,1.09,Ideal,F,VS2,60.9,54.0,6.73,6.66,4.08,7520
30859,1.0,Good,H,SI1,57.5,62.0,6.51,6.47,3.73,4788
30860,0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,507
30861,1.01,Very Good,F,SI2,63.5,56.0,6.38,6.35,4.04,3897
30862,1.25,Premium,D,SI1,62.4,58.0,6.89,6.83,4.28,7924
30863,0.31,Ideal,G,VVS1,62.8,57.0,4.33,4.3,2.71,977
30864,0.3,Premium,D,VVS2,60.7,59.0,4.34,4.33,2.63,950
30865,0.9,Good,G,SI1,63.8,61.0,6.09,6.05,3.87,3774
30866,0.27,Ideal,F,VS2,60.3,56.0,4.24,4.27,2.56,577
30867,0.53,Ideal,I,SI1,62.8,57.0,5.15,5.2,3.25,1052
30868,1.51,Premium,G,SI1,60.4,58.0,7.46,7.38,4.48,10655
30869,0.48,Premium,E,SI1,60.4,62.0,5.07,5.03,3.05,1152
30870,1.04,Premium,E,VVS1,62.5,59.0,6.41,6.46,4.02,10350
30871,0.42,Ideal,E,VS2,61.7,56.0,4.8,4.82,2.97,958
30872,0.9,Premium,H,SI1,61.9,58.0,6.2,6.15,3.82,3629
30873,0.32,Good,D,SI2,63.7,56.0,4.33,4.34,2.76,477
30874,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
30875,1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5806
30876,0.42,Very Good,E,VVS2,59.4,60.0,4.88,4.91,2.91,1262
30877,0.72,Very Good,G,SI1,62.5,60.0,5.69,5.73,3.57,2488
30878,0.59,Ideal,D,VS2,61.7,56.0,5.39,5.41,3.33,2078
