id,carat,cut,color,clarity,depth,table,x,y,z
11393,0.51,Ideal,G,SI1,61.3,55.0,5.18,5.22,3.19
11394,0.81,Premium,E,SI2,60.1,59.0,6.09,6.03,3.65
11395,0.46,Fair,E,VS2,66.8,61.0,4.84,4.71,3.2
11396,0.66,Ideal,D,VS1,62.1,56.0,5.54,5.57,3.45
11397,0.3,Very Good,F,VS1,61.0,60.0,4.3,4.22,2.6
11398,1.59,Very Good,J,VS1,60.7,59.0,7.49,7.54,4.56
11399,1.26,Ideal,H,SI1,60.8,57.0,7.01,6.97,4.25
11400,0.42,Ideal,D,VVS2,62.1,55.0,4.78,4.81,2.98
11401,1.01,Very Good,D,SI2,61.5,56.0,6.39,6.46,3.95
11402,1.47,Premium,F,SI2,59.4,59.0,7.47,7.42,4.42
11403,0.3,Premium,G,VS2,59.3,59.0,4.42,4.38,2.61
11404,0.4,Ideal,D,VVS2,62.8,56.0,4.68,4.72,2.95
11405,0.3,Good,G,VS2,63.5,55.0,4.22,4.25,2.69
11406,1.04,Premium,H,SI1,61.0,58.0,6.54,6.6,4.01
11407,0.7,Premium,J,VVS1,60.9,58.0,5.74,5.79,3.51
11408,0.81,Premium,F,SI1,61.0,59.0,6.01,5.99,3.66
11409,0.4,Ideal,F,VVS2,61.5,59.0,4.75,4.81,2.94
11410,0.38,Ideal,F,IF,62.2,54.0,4.64,4.69,2.9
11411,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66
11412,0.3,Good,G,VS1,63.1,59.0,4.25,4.27,2.69
11413,0.4,Premium,G,VVS2,62.5,60.0,4.7,4.65,2.92
11414,0.4,Good,D,SI2,64.0,56.0,4.64,4.7,2.99
11415,1.38,Premium,H,SI2,62.1,60.0,7.13,7.08,4.41
11416,0.76,Ideal,E,VVS1,61.8,54.0,5.9,5.87,3.64
11417,0.33,Very Good,H,IF,60.3,59.0,4.47,4.49,2.7
11418,0.91,Ideal,H,SI1,62.1,57.0,6.18,6.21,3.85
11419,0.28,Ideal,D,VS2,61.2,57.0,4.2,4.23,2.58
11420,0.36,Good,H,VS2,63.7,55.0,4.49,4.52,2.87
11421,1.02,Good,E,VS1,63.9,56.0,6.33,6.38,4.06
11422,0.3,Ideal,I,VS1,62.2,53.9,4.29,4.33,2.68
11423,0.7,Ideal,G,SI2,61.6,57.0,5.68,5.65,3.49
11424,0.7,Good,H,VVS2,58.9,61.5,5.77,5.84,3.42
11425,0.31,Good,J,SI2,63.3,58.0,4.34,4.35,2.75
11426,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94
11427,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98
11428,0.86,Ideal,G,SI2,61.9,55.0,6.11,6.14,3.79
11429,2.03,Ideal,I,SI2,61.5,54.0,8.22,8.2,5.05
11430,1.3,Premium,H,VS1,61.5,58.0,6.96,6.98,4.29
11431,1.02,Ideal,H,I1,62.1,56.0,6.4,6.45,3.99
11432,1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96
11433,1.01,Very Good,F,SI1,61.9,58.0,6.41,6.44,3.98
11434,2.05,Premium,J,VS1,62.5,60.0,8.09,8.14,5.07
11435,0.5,Good,J,SI1,63.2,55.0,5.03,5.07,3.19
11436,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02
11437,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55
11438,0.7,Premium,G,SI1,61.6,61.0,5.7,5.63,3.49
11439,0.71,Good,D,VS1,63.4,55.0,5.61,5.69,3.58
11440,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79
11441,1.3,Good,D,SI2,57.1,63.0,7.22,7.27,4.14
11442,0.9,Very Good,H,VS1,62.6,55.0,6.14,6.19,3.86
11443,0.51,Ideal,F,VS2,61.3,56.0,5.17,5.14,3.16
11444,1.5,Good,E,SI2,63.5,59.0,7.25,7.28,4.61
11445,1.09,Fair,F,SI2,66.3,56.0,6.47,6.39,4.27
11446,0.76,Ideal,E,SI1,60.6,57.0,5.91,5.93,3.59
11447,0.41,Premium,I,VVS2,62.9,58.0,4.74,4.71,2.97
11448,0.72,Premium,E,SI2,60.4,58.0,5.82,5.78,3.5
11449,2.2,Ideal,J,VS2,61.6,57.0,8.34,8.39,5.15
11450,0.3,Premium,H,VVS1,63.0,58.0,4.25,4.22,2.67
11451,2.01,Premium,I,VS2,60.3,58.0,8.22,8.16,4.94
11452,0.31,Very Good,G,VS2,60.9,57.0,4.37,4.39,2.67
11453,0.7,Very Good,E,IF,60.3,59.0,5.72,5.76,3.46
11454,2.01,Premium,J,VS1,60.2,61.0,8.23,8.16,4.93
11455,0.46,Very Good,D,VVS1,62.2,56.0,4.94,4.97,3.08
11456,1.13,Premium,H,SI1,62.1,58.0,6.7,6.66,4.15
11457,1.24,Premium,I,VS2,61.2,58.0,6.94,6.89,4.23
11458,1.45,Fair,J,SI2,58.6,68.0,7.45,7.33,4.34
11459,0.55,Ideal,G,VVS2,60.5,58.0,5.3,5.34,3.22
11460,0.71,Premium,E,SI1,61.8,59.0,5.7,5.75,3.54
11461,0.3,Very Good,G,VS1,61.7,60.0,4.24,4.28,2.63
11462,1.59,Fair,I,SI2,65.2,58.0,7.28,7.24,4.73
11463,1.02,Premium,F,SI2,62.5,60.0,6.43,6.36,4.0
11464,0.26,Very Good,F,VVS2,59.9,59.0,4.12,4.2,2.49
11465,0.51,Good,G,SI2,63.6,54.0,5.08,5.05,3.22
11466,1.09,Ideal,D,VS1,62.3,56.0,6.63,6.59,4.12
11467,1.7,Very Good,G,VS1,61.8,53.0,7.63,7.67,4.73
11468,0.54,Premium,G,SI1,59.0,60.0,5.4,5.35,3.17
11469,0.31,Ideal,G,VS1,62.1,55.0,4.33,4.37,2.7
11470,1.11,Very Good,I,SI2,62.6,55.0,6.65,6.71,4.18
11471,0.82,Ideal,F,SI1,62.6,57.0,5.96,6.02,3.75
11472,0.4,Very Good,D,VVS2,62.2,54.0,4.75,4.77,2.96
11473,0.55,Ideal,E,SI1,61.4,55.0,5.29,5.26,3.24
11474,0.28,Very Good,D,VVS2,64.0,56.0,4.14,4.17,2.66
11475,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43
11476,2.04,Fair,E,SI2,65.4,55.0,7.87,7.93,5.17
11477,0.44,Good,F,SI1,63.8,54.0,4.85,4.8,3.08
11478,1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6
11479,0.31,Premium,G,VS1,62.1,58.0,4.36,4.31,2.69
11480,2.01,Very Good,I,VVS2,63.5,58.0,7.92,7.82,5.0
11481,0.59,Premium,G,VS2,62.6,56.0,5.39,5.34,3.36
11482,0.3,Good,I,SI1,63.8,57.0,4.27,4.19,2.7
11483,1.21,Premium,H,SI2,61.9,55.0,6.84,6.79,4.22
11484,0.92,Very Good,G,SI1,63.8,57.0,6.13,6.16,3.92
11485,0.9,Very Good,G,IF,63.1,58.0,6.18,6.09,3.87
11486,1.5,Very Good,F,IF,63.2,58.0,7.2,7.32,4.59
11487,0.5,Premium,H,IF,60.3,58.0,5.14,5.18,3.11
11488,0.51,Premium,E,VS2,63.0,59.0,5.08,5.05,3.19
11489,0.33,Ideal,E,VS2,62.4,55.0,4.42,4.4,2.75
11490,1.04,Good,D,SI1,63.7,58.0,6.39,6.43,4.08
11491,0.51,Premium,G,VVS1,60.1,56.0,5.35,5.16,3.16
11492,1.07,Ideal,H,VS1,61.0,57.0,6.59,6.63,4.03
11493,0.36,Premium,G,VS1,62.2,59.0,4.57,4.53,2.83
11494,1.51,Ideal,J,VS1,61.9,58.0,7.28,7.33,4.52
11495,0.99,Very Good,D,SI2,62.5,57.0,6.3,6.34,3.95
11496,1.01,Good,I,SI1,64.1,59.0,6.24,6.21,3.99
11497,0.78,Very Good,E,SI1,60.9,57.0,5.93,5.97,3.62
11498,2.1,Fair,F,SI2,59.5,69.0,8.35,8.25,4.94
11499,2.03,Ideal,I,SI1,61.8,57.0,8.07,8.14,5.01
11500,0.42,Ideal,F,SI1,60.6,57.0,4.9,4.84,2.95
11501,1.01,Premium,E,VS1,60.8,59.0,6.42,6.46,3.92
11502,0.43,Ideal,H,SI1,62.3,56.0,4.83,4.86,3.02
11503,0.37,Very Good,I,VVS2,60.9,58.0,4.64,4.68,2.84
11504,0.5,Ideal,H,SI1,62.1,58.0,5.04,5.07,3.14
11505,0.33,Very Good,E,VVS2,60.1,63.0,4.45,4.5,2.69
11506,0.52,Very Good,D,VS2,62.8,58.0,5.11,5.14,3.22
11507,0.79,Ideal,I,VS1,61.7,59.0,5.93,5.96,3.67
11508,0.35,Ideal,F,VS2,61.4,56.0,4.56,4.53,2.79
11509,0.3,Good,F,SI1,63.5,57.0,4.24,4.27,2.7
11510,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66
11511,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39
11512,0.52,Very Good,G,VS2,63.3,57.0,5.11,5.09,3.23
11513,1.06,Premium,G,VS2,62.3,59.0,6.52,6.49,4.05
11514,0.73,Premium,F,SI2,60.2,59.0,5.87,5.82,3.52
11515,1.51,Ideal,H,VS1,60.8,57.0,7.43,7.46,4.53
11516,1.0,Good,F,IF,60.7,64.0,6.42,6.4,3.89
11517,0.38,Ideal,E,VS1,61.4,56.0,4.66,4.69,2.87
11518,1.51,Premium,G,VS2,60.4,58.0,7.38,7.43,4.47
11519,0.7,Good,H,VS2,63.9,59.0,5.6,5.64,3.59
11520,1.01,Premium,F,SI2,61.8,56.0,6.43,6.38,3.96
11521,1.7,Premium,G,SI2,62.5,58.0,7.53,7.6,4.73
11522,1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01
11523,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55
11524,0.36,Very Good,H,VS2,61.0,60.0,4.55,4.6,2.79
11525,0.7,Premium,J,VS2,62.0,62.0,5.63,5.59,3.48
11526,0.72,Ideal,F,VS1,61.5,56.0,5.74,5.77,3.53
11527,1.15,Premium,H,SI1,60.9,57.0,6.8,6.72,4.12
11528,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71
11529,1.33,Premium,H,SI2,62.8,52.0,7.15,7.06,4.46
11530,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02
11531,1.14,Ideal,F,VVS1,62.2,56.0,6.69,6.67,4.16
11532,0.37,Ideal,E,VS2,62.0,57.0,4.6,4.63,2.86
11533,1.07,Ideal,H,SI1,62.1,57.0,6.5,6.55,4.05
11534,1.0,Good,E,VS2,63.1,56.0,6.37,6.41,4.03
11535,0.42,Ideal,D,VVS1,61.8,56.0,4.82,4.79,2.97
11536,0.36,Premium,F,VVS2,62.5,56.0,4.6,4.52,2.85
11537,1.51,Ideal,H,VS2,62.2,57.0,7.33,7.29,4.55
11538,0.43,Premium,E,VS1,62.3,58.0,4.78,4.82,2.99
11539,0.9,Good,H,VVS1,63.8,59.0,6.09,6.13,3.9
11540,0.5,Very Good,G,VVS2,62.1,61.0,5.07,5.1,3.16
11541,0.27,Very Good,D,VS1,60.4,59.0,4.15,4.2,2.52
11542,0.33,Premium,F,VVS2,62.5,59.0,4.47,4.4,2.77
11543,1.54,Premium,H,IF,62.5,58.0,7.38,7.33,4.6
11544,1.5,Premium,I,SI1,62.3,57.0,7.28,7.22,4.52
11545,2.0,Premium,I,SI2,60.0,58.0,8.23,8.17,4.92
11546,0.32,Ideal,H,SI2,61.4,56.0,4.4,4.43,2.71
11547,0.9,Very Good,I,SI2,61.5,57.0,6.16,6.19,3.8
11548,1.19,Premium,I,SI1,62.1,59.0,6.84,6.78,4.23
11549,0.31,Good,G,VVS2,63.2,58.0,4.26,4.32,2.71
11550,0.51,Premium,F,VS1,62.2,58.0,5.14,5.12,3.19
11551,1.23,Ideal,H,VVS2,61.3,55.0,6.9,6.94,4.24
11552,2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15
11553,2.24,Premium,J,SI2,62.2,59.0,8.37,8.33,5.19
11554,1.12,Ideal,I,SI2,62.4,57.0,6.69,6.62,4.15
11555,0.3,Ideal,F,VS1,61.5,55.0,4.33,4.35,2.67
11556,0.33,Ideal,G,VVS1,62.2,57.0,4.46,4.41,2.76
11557,0.31,Ideal,F,VVS1,61.1,56.0,4.37,4.4,2.68
11558,1.17,Very Good,H,SI2,63.1,58.0,6.72,6.64,4.22
11559,0.34,Ideal,F,VS1,62.1,57.0,4.53,4.49,2.8
11560,0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59
11561,1.53,Premium,J,VS2,62.9,59.0,7.34,7.31,4.61
11562,0.38,Premium,D,VS1,62.4,59.0,4.6,4.63,2.88
11563,0.31,Premium,H,VS1,61.4,56.0,4.39,4.37,2.69
11564,0.3,Good,H,SI2,63.9,57.0,4.24,4.27,2.72
11565,0.31,Premium,G,VS2,59.2,60.0,4.42,4.47,2.63
11566,0.7,Ideal,G,VS1,60.9,56.0,5.76,5.8,3.52
11567,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94
11568,1.01,Very Good,G,VS2,59.1,58.0,6.56,6.63,3.9
11569,0.35,Ideal,D,VS1,60.8,57.0,4.57,4.61,2.79
11570,0.34,Ideal,G,IF,61.6,56.0,4.51,4.48,2.77
11571,1.5,Premium,D,SI1,62.1,60.0,7.28,7.22,4.5
11572,0.71,Ideal,H,SI2,62.6,56.0,5.65,5.75,3.57
11573,0.7,Very Good,I,VS2,61.8,59.0,5.67,5.73,3.52
11574,1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66
11575,1.3,Good,J,VS2,63.6,59.0,6.87,6.9,4.38
11576,0.71,Premium,F,SI1,61.6,60.0,5.79,5.73,3.55
11577,1.0,Good,I,SI1,58.0,58.0,6.56,6.62,3.82
11578,1.5,Premium,F,VS2,62.8,58.0,7.21,7.16,4.51
11579,1.67,Ideal,H,VS2,62.6,56.0,7.55,7.57,4.73
11580,0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62
11581,0.3,Very Good,F,SI1,63.5,59.0,4.22,4.19,2.67
11582,0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0
11583,1.51,Very Good,I,VS1,61.1,61.0,7.32,7.37,4.49
11584,0.54,Very Good,D,SI1,62.0,55.0,5.21,5.24,3.24
11585,0.31,Ideal,G,SI2,61.6,55.6,4.34,4.37,2.69
11586,0.7,Very Good,F,VVS1,60.6,60.0,5.67,5.7,3.45
11587,0.42,Premium,G,VS1,60.8,59.0,4.85,4.79,2.93
11588,0.81,Ideal,E,VS2,62.0,55.0,5.99,5.97,3.71
11589,1.5,Premium,G,SI1,62.9,55.0,7.28,7.24,4.57
11590,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47
11591,0.56,Good,F,VS1,63.2,61.0,5.2,5.28,3.3
11592,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87
11593,0.9,Good,D,SI1,63.9,57.0,6.1,6.04,3.88
11594,1.2,Premium,I,VS2,61.3,60.0,6.79,6.75,4.15
11595,0.56,Ideal,G,VVS2,61.6,56.0,5.29,5.32,3.27
11596,1.08,Good,E,SI2,63.7,57.0,6.49,6.54,4.15
11597,1.52,Premium,D,SI2,62.4,59.0,7.36,7.29,4.57
11598,0.31,Very Good,D,VS1,62.3,56.0,4.33,4.37,2.71
11599,0.58,Very Good,E,VS2,60.3,57.0,5.41,5.44,3.27
11600,1.52,Ideal,I,VS2,62.1,55.0,7.41,7.33,4.58
11601,1.1,Premium,F,SI2,62.6,57.0,6.6,6.56,4.12
11602,1.5,Premium,I,VS2,62.3,59.0,7.24,7.3,4.53
11603,1.12,Premium,G,VVS1,60.9,57.0,6.72,6.67,4.08
11604,1.12,Ideal,F,SI2,61.8,56.0,6.65,6.68,4.12
11605,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82
11606,0.7,Very Good,D,VS1,60.3,58.0,5.76,5.79,3.48
11607,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47
11608,0.41,Ideal,D,VVS2,62.3,55.0,4.76,4.77,2.97
11609,0.33,Ideal,D,SI1,62.7,55.0,4.4,4.44,2.77
11610,0.42,Very Good,F,SI1,60.6,58.0,4.81,4.89,2.94
11611,1.0,Very Good,F,VVS2,61.1,55.0,6.49,6.51,3.97
11612,1.54,Premium,E,VS2,60.8,58.0,7.44,7.39,4.51
11613,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24
11614,0.53,Ideal,D,VS2,61.0,56.0,5.26,5.29,3.22
11615,1.27,Ideal,F,SI2,62.0,55.0,6.9,6.95,4.3
11616,0.51,Ideal,G,VS1,61.9,56.0,5.14,5.1,3.17
11617,2.01,Very Good,H,I1,61.7,63.0,7.94,7.91,4.89
11618,0.31,Very Good,E,SI1,63.4,55.0,4.32,4.29,2.73
11619,0.51,Ideal,E,VS2,62.6,55.0,5.11,5.08,3.19
11620,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67
11621,0.36,Premium,E,SI2,62.6,57.0,4.54,4.5,2.83
11622,0.51,Ideal,I,VVS2,61.6,54.0,5.15,5.18,3.18
11623,1.5,Fair,I,I1,65.1,59.0,7.12,6.96,4.58
11624,1.0,Very Good,H,SI1,62.7,59.0,6.3,6.37,3.97
11625,0.53,Ideal,G,SI1,61.8,58.0,5.16,5.19,3.2
11626,0.31,Premium,F,VS2,62.3,60.0,4.32,4.35,2.7
11627,0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9
11628,0.34,Ideal,E,SI2,62.0,56.0,4.45,4.48,2.77
11629,0.65,Premium,E,SI2,61.4,59.0,5.57,5.52,3.41
11630,0.72,Premium,E,VS2,58.3,58.0,5.99,5.92,3.47
11631,0.36,Ideal,E,VS2,61.3,56.0,4.59,4.61,2.82
11632,1.06,Premium,E,SI2,60.5,60.0,6.61,6.67,4.02
11633,0.65,Very Good,I,VVS2,61.3,59.3,5.52,5.59,3.4
11634,0.39,Good,J,VS2,63.3,56.0,4.6,4.63,2.92
11635,2.0,Good,F,SI1,62.8,62.0,8.0,8.03,5.03
11636,0.3,Premium,F,SI2,62.6,61.0,4.24,4.2,2.64
11637,0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35
11638,1.62,Ideal,E,VS2,61.4,57.0,7.54,7.58,4.64
11639,0.34,Ideal,E,VVS2,61.8,56.0,4.48,4.52,2.78
11640,0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5
11641,0.36,Good,H,VS2,63.7,55.0,4.52,4.49,2.87
11642,0.5,Ideal,D,VS2,62.3,55.0,5.11,5.07,3.17
11643,1.02,Very Good,F,SI2,60.3,59.0,6.5,6.53,3.93
11644,0.35,Ideal,J,VS1,62.6,53.7,4.51,4.54,2.83
11645,0.34,Ideal,E,VS1,62.1,56.0,4.48,4.5,2.79
11646,1.17,Good,D,SI2,57.4,59.0,7.02,6.95,4.01
11647,1.5,Very Good,G,SI1,61.5,59.0,7.31,7.39,4.52
11648,0.41,Ideal,J,VVS1,61.2,57.0,4.82,4.79,2.94
11649,0.3,Ideal,D,VS2,61.6,57.0,4.33,4.3,2.66
11650,0.32,Premium,J,VS1,61.7,58.0,4.4,4.38,2.71
11651,1.01,Very Good,I,VS1,63.1,56.0,6.42,6.36,4.03
11652,0.43,Very Good,D,SI2,63.1,59.0,4.81,4.8,3.03
11653,0.7,Good,G,SI1,64.0,55.0,5.62,5.59,3.59
11654,0.33,Ideal,E,VS2,61.9,56.0,4.46,4.43,2.75
11655,0.71,Very Good,E,VS1,63.7,58.0,5.63,5.68,3.6
11656,0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8
11657,0.58,Ideal,G,SI1,61.5,56.0,5.35,5.38,3.3
11658,0.31,Ideal,E,VS1,61.6,57.0,4.32,4.35,2.67
11659,1.07,Very Good,H,SI1,59.2,61.0,6.65,6.67,3.94
11660,0.3,Premium,J,VS2,60.6,59.0,4.34,4.38,2.64
11661,0.6,Premium,E,VVS2,62.4,61.0,5.36,5.31,3.33
11662,0.72,Very Good,F,VS2,59.6,63.0,5.92,5.75,3.48
11663,0.9,Very Good,D,VS2,63.2,58.0,6.16,6.09,3.87
11664,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58
11665,0.43,Ideal,F,SI1,61.4,55.0,4.88,4.92,3.01
11666,0.7,Very Good,H,SI1,61.5,55.0,5.72,5.76,3.53
11667,0.68,Good,F,SI1,61.2,61.0,5.59,5.63,3.43
11668,1.2,Very Good,G,SI1,63.2,59.0,6.77,6.74,4.27
11669,0.92,Very Good,F,VS1,61.0,60.0,6.25,6.27,3.82
11670,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98
11671,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05
11672,0.73,Premium,F,SI1,62.4,55.0,5.78,5.71,3.59
11673,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23
11674,0.8,Ideal,I,VS1,60.7,59.0,5.98,6.02,3.64
11675,0.51,Premium,F,VS2,62.7,59.0,5.04,5.07,3.17
11676,0.82,Very Good,G,VS2,59.8,56.0,6.13,6.18,3.68
11677,2.01,Ideal,F,SI2,61.7,56.0,8.12,8.16,5.02
11678,0.32,Ideal,I,VS1,60.9,56.0,4.46,4.44,2.71
11679,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55
11680,0.34,Ideal,G,VS2,62.9,55.0,4.52,4.45,2.82
11681,1.0,Very Good,F,SI1,63.4,61.0,6.35,6.29,4.01
11682,1.04,Very Good,H,SI2,60.2,60.0,6.52,6.57,3.94
11683,0.31,Ideal,G,VVS1,62.3,54.0,4.37,4.4,2.73
11684,1.5,Good,H,VS2,63.9,60.0,7.22,7.17,4.6
11685,0.5,Ideal,F,VS2,62.0,56.0,5.07,5.11,3.15
11686,1.51,Premium,D,VS1,62.9,54.0,7.29,7.22,4.56
11687,0.35,Ideal,H,SI1,60.8,56.0,4.58,4.6,2.79
11688,0.37,Very Good,D,VVS1,62.3,54.0,4.57,4.65,2.87
11689,0.46,Very Good,D,VS2,61.2,57.0,4.96,5.0,3.05
11690,0.53,Ideal,G,VS2,62.5,55.0,5.2,5.17,3.24
11691,1.12,Ideal,G,I1,60.3,57.0,6.8,6.73,4.08
11692,0.9,Very Good,H,VS2,63.0,61.0,6.05,6.14,3.84
11693,0.5,Very Good,G,VVS1,61.5,56.0,5.11,5.14,3.15
11694,0.56,Premium,E,VS2,59.9,58.0,5.37,5.34,3.21
11695,1.0,Ideal,G,VS2,62.3,56.0,6.38,6.36,3.97
11696,0.34,Very Good,H,VVS2,61.4,58.0,4.46,4.5,2.75
11697,0.51,Very Good,F,SI1,62.5,59.0,5.08,5.1,3.18
11698,1.57,Ideal,G,SI1,61.7,55.0,7.51,7.44,4.61
11699,1.0,Very Good,F,SI1,61.8,58.0,6.37,6.44,3.96
11700,0.4,Ideal,I,VVS2,62.4,55.0,4.73,4.7,2.94
11701,0.25,Ideal,G,VVS1,62.6,55.0,4.03,4.04,2.52
11702,1.15,Premium,H,SI1,62.0,58.0,6.77,6.66,4.16
11703,0.31,Ideal,D,SI1,61.5,56.0,4.35,4.33,2.67
11704,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52
11705,0.38,Premium,F,SI1,62.7,58.0,4.6,4.62,2.89
11706,1.7,Good,J,VS2,62.4,61.0,7.47,7.53,4.68
11707,1.2,Premium,G,VS1,62.4,58.0,6.82,6.8,4.25
11708,0.72,Premium,F,SI1,61.7,59.0,5.74,5.7,3.53
11709,0.7,Ideal,D,VS2,62.8,57.0,5.69,5.75,3.59
11710,1.34,Ideal,H,VS2,60.2,56.0,7.23,7.18,4.34
11711,0.3,Good,H,SI1,63.7,56.0,4.22,4.2,2.68
11712,0.71,Premium,F,SI2,60.6,58.0,5.77,5.72,3.48
11713,0.7,Ideal,F,VS1,62.4,55.0,5.65,5.7,3.54
11714,1.03,Ideal,E,SI1,62.1,56.0,6.43,6.48,4.01
11715,0.9,Good,J,VS2,63.9,58.0,6.15,6.08,3.91
11716,0.32,Ideal,I,SI2,61.7,55.0,4.39,4.42,2.72
11717,0.5,Fair,G,SI2,65.6,56.0,4.99,4.92,3.25
11718,1.02,Good,F,VS2,63.3,59.0,6.37,6.4,4.04
11719,0.95,Ideal,I,SI2,61.2,56.0,6.33,6.37,3.89
11720,0.9,Good,D,SI1,64.1,56.0,6.07,6.04,3.88
11721,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33
11722,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77
11723,0.32,Very Good,G,IF,62.9,55.0,4.37,4.41,2.76
11724,0.97,Fair,I,I1,67.3,55.0,6.08,6.02,4.07
11725,0.34,Ideal,D,VS1,60.7,57.0,4.55,4.51,2.75
11726,0.65,Very Good,F,SI1,60.0,63.0,5.62,5.54,3.35
11727,1.08,Premium,G,VS1,62.9,55.0,6.6,6.53,4.13
11728,0.31,Ideal,H,VS2,62.2,55.0,4.39,4.36,2.72
11729,0.54,Premium,G,VS2,62.7,58.0,5.21,5.25,3.28
11730,1.05,Very Good,H,VS1,59.5,56.0,6.62,6.68,3.96
11731,1.21,Very Good,G,SI2,62.7,59.0,6.66,6.74,4.2
11732,0.91,Very Good,J,VS2,61.6,59.0,6.13,6.25,3.81
11733,0.4,Very Good,D,SI1,62.5,61.0,4.66,4.69,2.92
11734,0.71,Ideal,F,SI1,61.6,56.0,5.71,5.75,3.53
11735,1.56,Premium,H,VS2,62.5,59.0,7.3,7.33,4.57
11736,0.9,Ideal,F,VS2,60.8,57.0,6.22,6.24,3.79
11737,0.54,Ideal,G,VS1,62.0,56.0,5.24,5.21,3.24
11738,1.61,Ideal,H,SI1,62.3,56.0,7.51,7.47,4.67
11739,0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69
11740,1.08,Ideal,G,SI2,61.9,57.0,6.57,6.55,4.06
11741,1.28,Ideal,G,IF,60.8,57.0,7.02,7.05,4.28
11742,0.37,Ideal,G,IF,62.4,56.0,4.6,4.64,2.88
11743,0.5,Good,J,VS2,63.2,60.0,5.01,5.06,3.18
11744,1.51,Good,G,VS2,63.7,57.0,7.21,7.18,4.58
11745,0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11
11746,1.0,Premium,E,SI2,62.6,60.0,6.35,6.33,3.97
11747,0.41,Good,E,SI1,63.2,58.0,4.68,4.72,2.97
11748,1.5,Very Good,H,SI1,61.4,57.0,7.27,7.33,4.48
11749,2.0,Fair,I,SI2,65.0,57.0,8.01,7.96,5.19
11750,0.92,Premium,I,SI2,61.5,59.0,6.27,6.21,3.84
11751,0.38,Ideal,E,VVS2,62.4,56.0,4.69,4.63,2.91
11752,0.39,Very Good,G,SI1,61.7,59.4,4.65,4.7,2.88
11753,0.78,Very Good,H,SI2,63.5,56.0,5.82,5.86,3.71
11754,1.03,Ideal,G,VVS2,61.2,57.0,6.48,6.52,3.98
11755,0.47,Ideal,D,VVS1,61.9,54.0,4.98,5.0,3.09
11756,0.71,Very Good,D,SI2,59.7,60.0,5.79,5.84,3.47
11757,0.4,Good,G,SI2,63.1,59.0,4.65,4.7,2.95
11758,0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08
11759,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69
11760,1.08,Ideal,F,VS1,61.4,55.0,6.61,6.69,4.08
11761,0.7,Fair,H,VS2,64.9,56.0,5.49,5.51,3.57
11762,0.52,Ideal,G,SI1,62.2,54.0,5.16,5.19,3.22
11763,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44
11764,1.5,Premium,H,VS1,59.9,60.0,7.44,7.39,4.44
